SMILES,diff
c1(c2ccccc2)nonc1OCCNc(cc3)ccc3[N+](=O)[O-],9.86
c(\C=N\NC(COc1ccc(cc1OC)Br)=O)(cc(Br)c(c2)O)c2O,55.50999999999999
C1(C#N)(C#N)[C@H](c2ccccc2)[C@@]([H])(C3)C(C(C#N)=C1N)=CCN3C,13.65
c1(OC)c(OC)cc(cc1OC)\C=N\NC(=O)c2ccc(cc2)NC(CCC)=O,15.78
c1(c2c(cccc2)ccc1OC(=O)c3ccc(cc3)C)\C=N\c(cc4)ccc4C(OC)=O,6.84
N12C(C=CC(SCc(cc3)ccc3Cl)=N1)=NN(CC(=O)NC4CCCCC4)C2=O,5.5600000000000005
c12n(ccn(nc(c3ccc(cc3)OC)c4)c14)c(nn2)SCC(=O)Nc(cc5)ccc5C(OC)=O,6.819999999999999
S(=O)(=O)(N(c1ccc(cc1)F)Cc2ccccc2Cl)c(ccc3n4c(C)nn3)c4,6.74
N12C(C=CC(c3ccc(cc3)Cl)=N1)=NN(CC(=O)Nc(ccc(c4F)C)c4)C2=O,7.57
C(CNc1ccccc1C)(=O)N\N=C\c2cccc(O)c2,11.3
[N+](=O)([O-])c1ccccc1NCCNCCO.Cl,7.63
[N+](=O)([O-])c(cccc1C(=O)Oc(cc2)ccc2\C=N/Nc(nc3)nc(c3C(OCC)=O)C)c1,5.68
c1(N(CC2)CCO2)nc(N\N=C/c3cccc(OC)c3)nc(Nc(cc4)ccc4[N+](=O)[O-])n1,10.56
c1(O)c(Br)c(\C=N\NC(CNc(cc2)ccc2C)=O)cc(Br)c1O,74.69
[N+](=O)([O-])c1ccccc1NC(CCCCCCCCC(OC)=O)=O,11.84
Clc1cccc(CO[C@H]2CCc3ccccc3[C@@H]2n4ccnn4)c1,16.689999999999998
COc1cc(cc2cc(oc12)c3ccc(cc3)C4=NCCN4)C5=NCCN5,53.790000000000006
FC1(F)CCN(CCCCNc2cc(c3cc(ccc3n2)Cl)C(=O)NCCN2CCCC2)CC1,8.77
CC1CS(=O)(=O)CCN1\N=C\c2oc(cc2)[N+](=O)[O-],18.27
C(=O)(c1ccc(cc1)Br)Oc2ccc(cc2OC)\C=N\NC(=O)Cc3cccc(cccc4)c34,6.72
C(=O)(Oc1ccc(cc1OC)\C=N\NC(CNC(=O)c2ccccc2Br)=O)c3ccccc3Br,12.74
c(c1C)(c(C)n(n1)C)\C=C(/n(c2)ncn2)\C(=O)c3ccc(cc3Cl)Cl,17.16
c1(OCC(=O)N\N=C\c2ccccc2)c(Br)cc(cc1Br)OC,10.73
n1(nnnc1C(N2CCCCC2)c3ccc(cc3Cl)Cl)C(C(C)(C)C)C(Oc(cc4)ccc4Cl)n(c5)ncn5,10.87
S(=O)(=O)(N(Cc1cccc(Cl)c1)c2ccc(c3c2)OCO3)c(ccc(n4c5)nn5)c4,52.08
N1(C2=O)C(C=C(c3ccccc3)N=C1C)=NN2CC(=O)Nc(ccc(c45)OCO4)c5,7.84
[N+](=O)([O-])c1ccc(cc1\C=N\NC(CNc2ccccc2C)=O)O,33.73
[N+](=O)([O-])c1cccc(\C=N\NC(CNC(=O)C(c2ccccc2)c3ccccc3)=O)c1O,66.53
c1(cc(C)cc(I)c1O)\C=N\c(cc2)ccc2C(OCCCC)=O,24.4
C12=C(CC(C)(C)CC1=O)c3c(ccc(cccc4)c34)NC2c5ccccc5Cl,6.500000000000001
C1([N+](=O)[O-])N=Nc2n1cnn2,7.0500000000000025
C12(c3c(NC1=O)cccc3)C(C(=O)OCc4ccccc4)=C(N)OC(C=C(C)OC5=O)=C25,9.69
n1c2c(oc1c3ccc(cc3)\N=C\c(cc(Br)cc4Cl)c4O)cccc2,6.8100000000000005
c12c(c(nn1c3ccccc3)C)cc(C(=O)Nc(cc4)ccc4OC)s2,8.219999999999999
c1(SCC(=O)Nc2ccccc2)ccc(\C=N\NC(=O)c3cccc(OC)c3)o1,17.3
c1(C(=O)NNS(=O)(=O)c2ccc(cc2)C)csc(CCCC3)c13,15.950000000000005
C(=O)(c1ccc(cc1)F)Nc(c(OC)c2)cc(c2NC(=O)c3ccc(cc3)Cl)Cl,5.19
c1(OCC(=O)N\N=C\c2ccc(cc2O)O)c(OC)cc(cc1Br)Br,58.84
o1c(S)nnc1c(cc2)ccc2C(C)(C)C,50.98
c12n(c(nn1)CCC(=O)NC(C)C34CC5CC(CC(C5)C3)C4)c(c6C(=O)N2CCC)ccs6,8.040000000000001
N(=C\c1ccccc1)/NC(CCCNc2ccccc2)=O,14.53
c1(c(C)n[nH]c1O)C(C(C#N)C#N)c(cccc2[N+](=O)[O-])c2,13.11
[N+](=O)([O-])c1ccc(cc1)\C=N\c2c(C)cccc2O,14.41
c(OC)(c(OC)c1)c(OC)cc1C(=O)NCC(=O)N\N=C\c2ccccc2Cl,18.32
N1(c2ccc(cc2)Cl)C(=O)CC(N(CC3)CCN3C\C=C\c4ccccc4)C1=O,7.979999999999999
C(=C/c1ccccc1O)(/NC(c2ccccc2)=O)\C(=O)N\N=C\c(cc3)ccc3OCC,7.899999999999999
N1\C(=N/N=C/c(ccc(c2[N+](=O)[O-])Cl)c2)\S\C(=C\c(cc(Br)c(c3Br)O)c3O)\C1=O,35.83
Cc1cccc(n1)c2nc(Nc3ccncn3)c4sccc4n2,16.910000000000004
CCOc1ccc2cc(cnc2c1)c3nn(c(N)c3C(=O)N)C(C)(C)C.Cl,5.23
OCC(C)(C)[C@@H](O)C(NCCC(N(C)CCCCCCC)=O)=O,22.76
c1(cc(c(C)o1)C)C(=O)Nc(ccc(c23)cccc2)c3,25.559999999999995
N1(c2ccc(cc2)OCCCCCC)C(=O)CC(N(CC3)CCN3c4cccc(Cl)c4)C1=O,5.53
C(=O)(Oc(cc1)ccc1Oc(cc2)ccc2OC(=O)c3ccco3)c4ccco4,7.8900000000000015
C(C(OCC)=O)(=C(C)OC(=C1C#N)N)C1c2cccc(cccc3)c23,10.45
[N+](=O)([O-])c1ccc(cc1)\C=N\c2cc(ccc2O)Cc(ccc(c3\N=C\c(cc4)ccc4[N+](=O)[O-])O)c3,10.64
c1(\C=N\Nc(cc2)ccc2C)c3c(sc1O)cccc3,9.580000000000002
C(CNc(cc1)ccc1C)(=O)N\N=C(/C)\C=C\c2ccco2,7.85
c(Nc1cccc(C)c1)(c2c3cccc2)c4c(n3)cccc4,63.69
C(=O)(C\C(\C)=N\NC(=O)c1ccc(cc1)Br)Nc2cccc(Cl)c2C,19.75
CCC(C)NC(=O)c1ccc(NC(=O)C2(CCCC2)c3ccccc3)cc1,10.08
COc1cccc(c1)c2cc3c(Nc4cccnc4)nccc3[nH]2,14.26
CC(C)C(Oc1cccc2ccccc12)C(=O)O,10.55
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-],24.74
N1(CNc(cccc2C(F)(F)F)c2)C(=O)\C(\SC1=O)=C/c(cc3)ccc3C(C)C,85.16
c1(oc(c2n1)ccc(c2)\N=C\c(ccc(c3Br)OC)c3)c4ccc(cc4Cl)F,11.81
S(=O)(=O)(c1ccc(c2c1)OCCO2)N(CCc3ccccc3)CC(=O)N\N=C\c(cc4)ccc4OC,9.07
[N+](=O)([O-])c1cc(ccc1OC)CSc2nnc(C)s2,17.169999999999998
[N+](=O)([O-])c1cc(ccc1Br)\C=N\c2ccc(cc2O)C,14.71
N1C(=O)\C(\SC1=S)=C\c(cc2OC)cc(c2OC(C)=O)Br,99.96
N(=C\c(cc1)ccc1N(C)C)/NC(CCCCCC)=O,25.020000000000003
C(c1ccccc1)(=O)Nc(cc2)ccc2C(=O)N\N=C\c(ccc(c3O)O)c3,52.24
C1(=N2)N(C=CN(c3ccc(cc3)Br)C1=O)C(N2CC(=O)Nc4ccc(cc4F)F)=O,9.09
[N+](=O)([O-])c(cc(cc1[N+](=O)[O-])C(=O)Oc2c(Br)cc(cc2Br)\C=N\c(cc3)ccc3N=Nc4ccccc4)c1,8.43
S(=O)(=O)(Nc1ccccc1C)c2c(C)ccc(c2)C(=O)Nc3ccccc3C,25.68
C(=O)(c1cccc(OC)c1)Oc2ccc(cc2OC)C=O,19.22
c1(c(NCCCO)ccc(c1)[N+](=O)[O-])[N+](=O)[O-],14.37
N1(c(cc2)ccc2C(=O)Nc3ccccc3[N+](=O)[O-])C(=O)CCC1=O,11.44
C(C(=O)c1ccc(cc1)C)(C2c3ccc(c(OC)c3)OC)=C(O)C(N2C)=O,18.42
S(c1ccccc1)(=O)(=O)N(CC(=O)Nc2c(C)cccc2C)c3ccc(cc3OC)OC,19.22
[n+]1(c2cccc(Cl)c2)noc([O-])n1,13.04
C(C#N)(C1c2ccccc2)=C(N)N(C(CC(C)(C)CC3=O)=C13)c4ccc(cc4)Cl,6.17
N1(CCCc(cccc2)c12)C(=O)c3ccccc3C,43.73
c1(ccccc1Nc2cccc(C)c2C)C(O)=O,73.45
c1(c2ccco2)nc(n3c1\N=C\c(ccc4c(c(C)c5)cc(c5[N+](=O)[O-])C)o4)cccc3,10.82
N(CC(=O)c1ccc(cc1)Br)(c(ccc(c2)Br)c2C34OCCO3)C4=O,5.43
N1(c2ccc(cc2)Br)C(=O)C=CC1=O,25.13000000000001
n1(c2C)c(ncc2C(C)=O)cc(c3ccc(cc3)C)n1,16.63
c1(c(Br)cc(cc1\C=N\NC(CNC(=O)c2ccco2)=O)Br)OC(=O)c3cccc(C)c3,10.49
c1(S2)c(cc(c(OC(=O)NC3CCCCC3)c1Br)Cl)OC2=O,43.17
c1(NCC(=O)N\N=C(\C)/c2ccccc2)c(Br)cc(cc1Br)Br,9.45
c1(\C(\CCC2)=N\OC(C)=O)c2oc(C(OCC)=O)c1C,22.36
[N+](=O)([O-])c(cccc1N2CCCC2=O)c1,7.8900000000000015
c1(Sc2ccc(cc2[N+](=O)[O-])C(F)(F)F)nnnn1c3ccccc3,17.53
n1c2c(oc1c3ccc(cc3)\N=C\c4cc(OCO5)c5cc4[N+](=O)[O-])cc(C)c(C)c2,7.409999999999997
c(c1c(s2)CCCC1)(C3=O)c2NC(=S)N3c4ccccc4,29.46
c12c(sc(COC(C)(C)C3)c13)NC(=S)NC2=O,10.63
[N+](=O)([O-])c1c(ccc(c1)[N+](=O)[O-])CC(=O)N\N=C(/C)\CC(=O)Nc2cccc(Br)c2,13.95
[N+](=O)([O-])c(ccc(c1\C=N\c2cccc(Cl)c2Cl)O)c1,22.12
c1(Br)c(O)c(\C=N\NC(CNC(=O)C(c2ccccc2)c3ccccc3)=O)cc(Br)c1O,52.31
C(=O)(c1ccc(cc1)F)Nc2cccc(CC)c2,9.330000000000002
C(c1c(cccc1)C(N2)=O)(=N2)C(C(=O)N\N=C\c3ccccc3Br)NC(c4ccccc4)=O,16.15
c1(oc(c2n1)ccc(c2)\N=C\c(cc(Br)cc3Cl)c3O)c4ccc(cc4Cl)Cl,5.06
S(c1ccccc1)(=O)(=O)c2cc(C)ccc2C,19.22
C(=O)(c1cccc(F)c1)Oc2ccc(cc2OC)\C=N\NC(CNc3cccc(C)c3)=O,7.6
N(\C(=C/c1ccccc1OC)\C(O2)=O)=C2c(ccc(c3[N+](=O)[O-])C)c3,15.37
C1(CCC(CSSCC2C3C(C(C)(C)C3)CCC(O4)(C)C4CC2)C(CC5(C)C)C5C6)C(O1)(C)C6,6.75
N1(c2cccc(Cl)c2)C(=O)\C(\C(C)=N1)=C/Nc3cccc(N)c3,7.0500000000000025
OCC(C)(C)[C@@H](O)C(NC(C)CC(NCCC1=CC=CC=C1)=O)=O,12.06
c1(SCC(=O)Nc2cccc(OC)c2)[nH]c(c3n1)cccc3,19.58
C(=O)(Cc1ccccc1)c2ccc(cc2)OCC,12.79
c(\C=N\NC(CNc(ccc(c12)cccc1)c2)=O)(c3c([nH]4)cccc3)c4,10.340000000000002
C1(c2ccco2)N(CCN1c3cccc(C)c3)c4cccc(C)c4,11.16
c1(OC)c(OC)cc(cc1OC)\C=N\NC(CNc2cccc(cccc3)c23)=O,13.639999999999995
C(=O)(Nc(cc1)ccc1OCCCCC)C(OCC)=O,6.2600000000000025
[N+](=O)([O-])c(ccc(c1\C=N\NC(CNc(cc2)ccc2Cl)=O)O)c1,10.989999999999998
N(c1ccccc1Br)C(CCC(=O)N\N=C\c2ccccc2F)=O,12.57
n1(CC)c2c(c(cc(cc3)\C=N\c(cc4)c(Br)cc4[N+](=O)[O-])c13)cccc2,20.24
CN1C=C(NC(C2=CC(NC(C3=CC=C(/C=C/C4=CC5=NON=C5C=C4)C=C3)=O)=CN2C)=O)C=C1C(NCCN6CCC(OCCOC)CC6)=O.S(O)(O)(=O)=O,81.94000000000003
C(=C/c(cc1I)cc(c1O)I)(/C2=O)\C(=O)NC(=S)N2,22.31
c1(S(CCC)(=O)=O)c(C(=O)N\N=C\c2cccc(F)c2)n(c3c1S(CCC)(=O)=O)ccc(c(cc4)ccn4)c3,9.34
C(COc1ccc(cc1C)Br)(=O)N\N=C(/C)\CC(=O)NCc(cc2)ccc2Cl,6.52
n1(C)c(SCc(c2c([nH]3)cccc2)c3)nnc1c4ccccc4,16.95
S(C)(=O)(=O)N(c1ccc(cc1)Oc2ccccc2)CC(=O)NCc3ccccc3,7.9899999999999975
c1(SCC(=O)NC2CCCCC2)sc3c(ccc(c3)NC(=O)c4cccc(cccc5)c45)n1,9.4
N1(c(cc2)ccc2\C(\O)=C(\C#N)/C(OCC)=O)C(=O)c(c3C1=O)ccc(C(O)=O)c3,5.57
C1(C(=O)OCc(cc2)ccc2OC)=C(C)NC(NC1c(cc3OC)cc(c3O)Br)=O,19.87
[N+](=O)([O-])c(c(C)c1)cc(c1N(CC2)CCN2C(c3ccccc3)=O)F,17.79
S(c1ccccc1)(=O)(=O)N(c2cccc(Br)c2)CC(=O)N\N=C\c(c(O)ccc3[N+](=O)[O-])c3,35.13
c(C#N)(c(N)n(n1)CCO)c1\C(\C#N)=C\c(cc2OC)cc(c2OC)Br,13.6
N1(Nc2ccccc2)C3(CCCCC3)SCC1=O,15.27
C(=O)(NNC(=O)c1ccccc1I)C(=O)NC(C)(C)C,7.669999999999999
n1(c(C)nn2)c2c(nc(non3)c13)Nc(cc4)ccc4I,7.879999999999999
s1c(\C=N\c(cc2)ccc2Nc3ccccc3)ccc1Br,7.44
[N+](=O)([O-])c1c(Cl)ccc(c1)C(=O)Nc2ccc(cc2C)C,5.51
S(=O)(=O)(N1CCCCCC1)c(ccc(c2C(=O)Oc(cc3)ccc3Cl)Cl)c2,7.5100000000000025
S(=O)(=O)(c1ccc(cc1)C)N(Cc2ccccc2)c3ccccc3C(=O)NCC(C)C,5.3900000000000015
N1(CC(O)=O)C(=O)\C(\SC1=S)=C\c2c(C)cc(cc2C)C,16.43
C(Cl)(\C(=C(/C#N)\C#N)\c(c12)cccc1)=C2N3CCCCC3,8.08
N1(c(cccc2C(F)(F)F)c2)C(=O)\C(\SC1=S)=C/c(cc3)ccc3I,14.93
S(CCCCCCCCCC)(=O)(=O)Nc(cc1)ccn1,23.65
S(=O)(=O)(c1ccc(cc1)C)N(Cc2ccccc2)c3ccccc3C(=O)NCc4ccccc4,5.170000000000002
N1(c2ccccc2C)C(=O)\C(\C=C1c3ccccc3)=C\c(cc4)ccc4Br,5.21
[O-][N+](C(N=N1)=NN1C/C(C)=N/NC(C2=CC=CC([N+]([O-])=O)=C2)=O)=O,40.0
S(=O)(=O)(N1CCCC1)c2c(C)ccc(c2)C(=O)Nc3cccc(C)c3,7.32
c1(Cl)c(C)ccc(c1)NC(CSCc2ccccc2Cl)=O,8.72
c1(SCC(OCC(=O)Nc(cccc2C(OC)=O)c2)=O)nc(C)cc(C)n1,8.790000000000001
n1c(c2)c([nH]c1c3ccc(cc3)NC(=O)c4ccccc4Cl)ccc2C(c5ccccc5)=O,6.2200000000000015
c12c(nnc(N\N=C(\C)/CCC)n1)c(c3[nH]2)cccc3C,19.91
c1(cc(F)c(cc1Cl)F)C(=O)Oc2ccc(cc2OC)\C=N/NC(N)=S,9.55
c1(ccc(C(=O)Nc2cccc(OC)c2)o1)C(c3ccccc3)=O,8.66
C1(C)(OCCO1)CC(=O)N\N=C\c2ccccc2OCc3ccccc3,7.079999999999997
S(=O)(=O)(N(CC)CC)c(ccc(c1C(=O)Nc2nnc(CC)s2)Cl)c1,11.9
c1(cc(Br)cc(\C=N/n(c2)cnn2)c1OCc3ccc(cc3Cl)Cl)[N+](=O)[O-],11.55
C(=N/c1ccccn1)(/S\C(\C2=O)=C\c3ccccc3)\N2c4ccccc4,6.25
CC(C)CCC1=C(C(NCCCN(C)C)=O)N=C(NC(C2=CC(NC(C3=CC(NC(C4=CN=C(C=CC=C5)C5=C4)=N)=CN3C)=O)=CN2C)=O)S1.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,71.58
c1(SCC(NCCCC)=O)sc2c(ccc(c2)NC(=O)c(cc3)ccc3C(C)(C)C)n1,5.319999999999999
[N+](=O)([O-])c1c(Cl)ccc(c1)c2ccc(\C=N\NC(c(cc3)ccn3)=O)o2,7.95
c1(N2CCC(CC2)Cc3ccccc3)nc(N\N=C\c4ccccc4)nc(Nc(cc5)ccc5C)n1.Cl,5.66
C(/C#N)(\C(N)=O)=C(\C)/c1cccs1,5.33
C1(C(OCCSC)=O)=C(C)NC(NC1c2ccc(c(OC)c2)OC)=O,15.12
N1(C2c3ccc(c(OC)c3)OC)C(S\C(=C\c4cccc(c4)OCc5cccc(cccc6)c56)\C1=O)=NC(C)=C2C(OCC)=O,12.72
c1(NC(CSc2oc(c3n2)cccc3)=O)sc(c(ccc4C(OC)=O)n1)c4,38.22000000000001
C(=C/c(cc1)ccc1OCc2c(cccc2Cl)F)(/C3=O)\C(=O)N(C(=O)N3C)C,6.02
n1(N)c(C)nnc1N\N=C\c(ccc2c3ccc(cc3)Br)o2.Cl.Cl,37.81
S(c1ccccc1)(=O)(=O)N(CC(=O)N\N=C(/CCC2)\C2C(OCC)=O)c3c(OC)ccc(OC)c3,7.0
C(=O)(N\N=C\c(cc1)ccc1OCC)c2ccc(c(OC)c2)OC,8.530000000000001
C(=N\N=C(\C1=O)/c2c(N1)ccc(c2)[N+](=O)[O-])(/C3=O)\c4c(N3)ccc(c4)[N+](=O)[O-],20.94
C(=O)(Nc(cc1)ccc1Br)N(C)c2ccccc2,24.24
c1(SCC(NCCCC)=O)sc2c(ccc(c2)NC(=O)c3ccccc3Br)n1,7.86
P(c1ccccc1)(c2ccccc2)(=O)Cc3cccc(n3)CP(c4ccccc4)(c5ccccc5)=O,13.079999999999998
N1(c2ccc(c(C)c2)I)C(=O)c(c(c3)C1=O)cc(c3C(N4c5ccc(c(C)c5)I)=O)C4=O,6.3100000000000005
O=C(N(CCCCCCCCCC)CCCCCCCCCC)C1(CCCCC1)C,70.66
C(/CC(=O)c1cccs1)(=N\NC(=O)c2ccc(cc2)C)\C(F)(F)F,30.95
S(=O)(=O)(c1ccc(c(OC)c1)OC)N(CC(=O)NC2CCCCC2)c3c(OC)ccc(Cl)c3,7.41
s1c(N)nnc1CC(=O)N\N=C\c(cc2)ccc2C#N,7.52
C(=O)(Nc(cc1)ccc1N(C)C)c2ccc3c(c(ccc4)CC3)c24,11.23
c1(C(=O)NC(=N2)c3ccccc3)c2c4c(cccc4)o1,5.82
N1(c2ccc(c(C)c2)C)C(=O)\C(=C\c(cc3Br)cc(c3O)Br)\C(NC1=S)=O,12.96
c(c1)(c(NCCO)c2c(cccn2)c1[N+](=O)[O-])[N+](=O)[O-],80.04
c1(c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])SN2Cc3ccccc3)C2=O,25.27
N1(c(cc2)ccc2N(C)C)C(=O)c(cc3)c(c(c4)C1=O)c(c3C5=O)c(c4)C(N5c(cc6)ccc6N(C)C)=O,5.18
S1(=O)(=O)c(cccc2)c2C(NCCCOC(=O)\C=C\c3ccccc3)=N1,10.42
N1(c2cccc(C)c2C)C(=O)C(C3C1=O)C(c4ccccc4)CCC3c5ccccc5,10.59
N1(CNc2ccccc2I)N=C(OC1=S)c(cc3)ccc3C(C)(C)C,10.87
C(CSCc1cccc(Cl)c1)(=O)N\N=C\c(cc2)ccn2,16.299999999999994
S(=O)(=O)(c1c(Cl)ccc(Cl)c1)N2CCc(cccc3)c23,99.03
c12c(nnc(SCC(=O)N(c3ccccc3)c4ccccc4)n1)c5c(cccc5)n2CC=C,6.7700000000000005
c1(N(CC2)CCO2)nc(N\N=C\c(cc3OC)cc(c3OCc4ccc(cc4Cl)Cl)Br)nc(Nc5ccc(cc5Br)C)n1,8.55
c1(SCC(=O)Nc(ccc(c2s3)nc3SC)c2)sc4c(ccc(c4)\N=C\c(cc(I)cc5I)c5O)n1,16.909999999999997
N(C(=O)\C(\S1)=C/c(ccc(c2OC)O)c2)=C1N3CCCC3,8.38
N1(CC(O)=O)C(=O)\C(\SC1=S)=C\c(cc(Cl)cc2Cl)c2OC,51.9
C1(=C(CCCC1=O)OC(=C23)CCCC2=O)C3CCc(cc4)ccc4C,21.95000000000001
N1(C(CCCC2=O)=C2C(C(C#N)=C1N)c3ccc(cc3)CC)c4sc(c5c4C#N)CCCCC5,14.12
c1(SCC(=O)Nc(ccc(c2s3)nc3SC)c2)sc4c(ccc(c4)\N=C\c5cc(Br)ccc5O)n1,12.85
C1(=O)N(C)c2c(cc(cc2)\C=C(/C#N)\c3[nH]c(c4n3)cccc4)N1C,19.49
N1(C=C(C)C(NC1=O)=O)C2CC(C(C(=O)[O-])O2)N=[N+]=[N-].O,49.94000000000001
C1(c2ccc(c(cccc3)c23)OC)N(CCN1Cc4ccccc4)Cc5ccccc5,5.22
[O-][N+](C(C=C1[N+]([O-])=O)=C(C=C1)N2CCN(C)CC2)=O,11.57
c(NC(CCCCCC)=O)(c1c2CCCC1)c3c(n2)CCC3,15.27
c1(\C=N\NC(CSc2cccc(cccn3)c23)=O)cc(OC)ccc1O,49.52
N1(C2c3ccc(cc3)OC)C(S\C(=C\c4cc(Br)ccc4OC)\C1=O)=NC(C)=C2C(OCC)=O,5.26
O=C(N/N=C(C)/CC(NCC(C)C)=O)C(C(OC)=C1)=CC=C1OC,5.3900000000000015
c1(SCC(=O)NC2CC2)[nH]c(c3n1)cccc3,14.63
c1(C#N)c(c2ccccc2)cc(nc1SCC(=O)c3ccc(cc3)C)c4ccccc4,5.0600000000000005
C(C#N)(C#N)(C(c(cccc1[N+](=O)[O-])c1)CC(C2C(c3ccccc3)=O)(O)c4ccccc4)C2c(cccc5[N+](=O)[O-])c5,10.170000000000002
N1(c2ccc(cc2)OC)C(c3cccs3)N(N=C1C(C)=O)c4ccccc4,8.100000000000001
N(CN1CCCC1)(N=C(N2c3ccccc3)COc(cc4)ccc4C5CCCCC5)C2=S,6.23
N1(CN(c2ccccc2)c3ccccc3)N=C(OC1=S)c4ccc(cc4)C,9.65
c1([nH]c(c2n1)cccc2)\C(\C#N)=C\c3cccc(OC)c3OC,23.38
n1(c2ccccc2)nnnc1SCC(=O)N\N=C\c(ccc3c4c(Cl)ccc(c4)[N+](=O)[O-])o3,10.79
n1(c2ccccc2)nc(c(\C=N\NC(=O)c3cccc(F)c3)c1O)C,73.37
N1(c2ccc(cc2)OC)C(=O)c3c(NC1c4ccccc4Cl)cccc3,7.339999999999999
c1(CN(CC2)CCO2)c3c([nH]c1CCN(C)C)ccc(C)c3,11.03
O=C(COC1=CCCCC1)N/N=C/C(C=CC=C2)=C2Cl,13.3
C1(NC(CSc2sc3c(ccc(c3)\N=C\c(cc(I)cc4I)c4O)n2)=O)=C(C)N(N(c5ccccc5)C1=O)C,25.54000000000001
C1(C(OCCOc2ccccc2)=O)=C(C)NC(=C3C1c(cc4OC)cc(c4OC)OC)CCCC3=O,5.19
n1(Cc2ccc(cc2Cl)Cl)c3c(nc1SCC)cccc3,17.02
c1(C(=O)C(OCC)=O)cc(c(c2ccccc2)s1)c3ccccc3,22.56
C(=CNC(N1)=O)(C(=O)Nc(cc2)ccc2C)C1=O,9.76
c1(SCC(=O)Nc(ccc(c2s3)nc3SC)c2)sc4c(ccc(c4)\N=C\c(cc5Br)cc(c5O)Br)n1,25.93
c(C(=O)Nc1ccccc1F)(c(N)c(c23)cc(c(N)n2)C#N)s3,5.199999999999998
C(NCCCCCC(OC)=O)(=O)CCOCCC(NCCCCCC(OC)=O)=O,10.48
N1(c2ccccc2)C(c3ccc(cc3)Br)Nc(c4C1=O)cccc4,10.71
n1(nnc(C(=O)N\N=C\c2ccc(Br)s2)c1CN(CC)CC)c3nonc3N,5.83
c1(nonc1OC)N(CC(OCC)=O)N=Nc2nonc2OC,6.279999999999999
[O-][N+](C(C=C1)=CC=C1C2NCC3(CCCC3)C4=CC(OC)=C(OC)C=C42)=O.Cl,16.42
N(C(=O)\C(\S1)=C/c(cc2)ccc2OC)=C1N3CCCCCC3,10.31
N1(CNc2ccc(cc2C)C)C(=O)\C(\SC1=O)=C/c(cc3)ccc3F,12.77
c1(C(OCC)=O)c(cc(O)cc2)c2n(CCc(cc3)ccc3Cl)c1C,7.79
[O-][N+](C1=CC(C2=CC=C(C=C(C3=O)C(C4=CC=CC=C34)=O)O2)=CC=C1Cl)=O,9.08
BrC1=CC=C(/N=C/C2=C(OC)C=CC3=CC=CC=C23)C4=NC=CC=C41,42.94000000000001
CC(NC(N=C(CCCC1)C1=C2N)=C2C3C4=CC=CC=C4OC)=C3C(OCC)=O.Cl,100.51
n1(c(ccc(c2C)C)c2n3)c3S\C(=C/c4ccccc4OCc5ccc(cc5Cl)Cl)\C1=O,8.629999999999999
N1(c2ccc(cc2)C)C(=O)c3c(cc(cc3)\N=C\c4c(cccc4Cl)Cl)C1=O,8.280000000000001
c1(\C=C(\C#N)/C#N)cc(oc1O)\C=C(\C#N)/C#N,15.489999999999998
n1c(N2CCCCC2)nc(nc1N3CCCCC3)N\N=C\c(cccc4OCc5ccc(cc5Cl)Cl)c4,15.6
S(=O)(=O)(N(CC1)CCO1)c2c(Br)ccc(C(OC)=O)c2,5.040000000000001
c1(N\N=C\c2cccc(Cl)c2Cl)nncn1N.Cl.Cl,21.09
c12c(c3c(cccc3)[nH]1)nnc(SCC(NCCc(ccc(c4OC)OC)c4)=O)n2,7.029999999999999
N1(c2cccc(Oc(ccc(c3C4=O)C(N4c5ccccc5)=O)c3)c2)C(=O)C(C6C1=O)C7CC6C=C7,8.629999999999999
n(nnc1C(=O)N2CCCC2)(c1c3ccccc3)c4nonc4N,5.16
S(=O)(=O)(c1ccc(cc1Br)Br)n2ccnc2CC,8.629999999999999
c1(NC(c2ccccc2)=O)n(c3ccccc3)ncc1C(=O)NCc4ccccc4,16.53
C(=C/c1cccc(OC)c1OC)(/C2=O)\C(C(OC)=O)=C(N2)C,12.34
ClC1=CC=CC=C1C2=NN=C(C3=CC=CN=C3)O2,22.32
C(C1c2ccccc2)(C3=C\C(\C(=O)O3)=N\c4ccccc4)=C(O)C(N1c5ccccc5)=O,14.37
N1(c2ccccc2)C(=O)c3c(N=C1c(cc4)ccc4[N+](=O)[O-])cccc3,5.46
N1(c2ccc(cc2)OC(C)=O)C(=O)C3C(C(CC4)C=CC34)C1=O,7.96
N(CCN1S(C)(=O)=O)(C1C(C)C)S(=O)(=O)c2ccc(cc2)C,12.0
N1(c(cc2)ccc2C(C)=O)C(=O)CC(N(CC3)CCN3c4ccccc4OC)C1=O,6.15
C1(C2=O)C(C(C=C3)OC13C)C(N2c4ccc(cc4)F)=O,7.8599999999999985
C(=O)(Nc(cc1)cc(c1Oc2ccc(c(cccc3)c23)Cl)Cl)c4cccs4,8.25
N(C(=O)\C(\S1)=C/C=C/c2ccccc2)=C1N(CC3)CCO3,6.4499999999999975
C(=O)(c1c2cccc1)OC(=N2)Cc(ccc(c3OC)OC)c3,23.88000000000001
