SMILES,diff
c(OCO1)(c1c2OC)cc(\C=C(\c(ccc(OC)c3)c3)/C#N)c2,5.199999999999998
c(OCO1)(c1c2OC)cc(\C=C(\c(ccc(OC)c3)c3)/C#N)c2,5.42
c(OC)(c1c2OCO1)cc(c(c3)c(c4cc(OC)c(OC)cc4)on3)c2OC,17.5
c(OC)(c1c2OCO1)cc(c(c3)c(c4cc(OC)c(OC)cc4)on3)c2OC,19.31
c(OC)(c1c2OCO1)cc(c(c3)c(c4cc(OC)c(OC)cc4)on3)c2OC,15.58
c(OC)(c1c2OCO1)cc(c(c3)c(c4cc(OC)c(OC)cc4)on3)c2OC,17.39
c(OC=C(c(cc(OC)cc1)c1)C2=O)(c23)cc(OC)c(OC)c3,9.77
Oc(c(c1c2ccccc2)c3cc(c(cc3O)C#N)C#N)n[nH]1,6.649999999999999
COc1c(c(c(c(C(c(c([nH]2)N3)c(n2)C)C(=C3C4)C(O4)=O)c1)OC)OC5)O5,10.56
COc1c(c(c(c(C(c(c([nH]2)N3)c(n2)C)C(=C3C4)C(O4)=O)c1)OC)OC5)O5,16.86
COc1c(c(c(c(C(c(c([nH]2)N3)c(n2)C)C(=C3C4)C(O4)=O)c1)OC)OC5)O5,11.09
COc1c(c(c(c(C(c(c([nH]2)N3)c(n2)C)C(=C3C4)C(O4)=O)c1)OC)OC5)O5,17.39
c1(C(=O)NCc(cccn2)c2)nonc1N,10.32
c1(C(=O)NN=Cc(cc(OCO2)c2c3)c3Br)nonc1N,8.969999999999997
c(c(nc(NCc(ccc(OC)c1OC)c1)o2)n2)(c3N)non3,7.63
N1(c2ccc(cc2)F)C(c(cccc3[N+](=O)[O-])c3)Nc(c4C1=O)cccc4,20.54
[N+](=O)([O-])c(cc1)ccc1C(=O)COC(=O)c2ccc(cc2)Oc(ccc(c3C#N)C#N)c3,5.3
c1(SCC(=O)Nc(ccc(c23)c4c(cccc4)o2)c3)sc5c(ccc(c5)\N=C/c(cc6)ccc6Br)n1,15.490000000000002
N1(c2ccc(cc2)Br)C(=O)C(CC1=O)SCC(=O)Nc3cccc(F)c3,16.61
n1c(ccc(C#N)c1SCCOc2ccccc2)c3cccs3,6.92
c1(OC(N)=C(C2c(c(C)c([N+](=O)[O-])c(c3[N+](=O)[O-])C)c3C)C#N)c2c(n[nH]1)C,15.96
N1(c2c(Cl)ccc(c2)C(F)(F)F)C(CC(C)(C)CC3=O)=C3C(C(C#N)=C1N)c4ccc(Br)s4,9.36
c1(c(ccc(OC)c2)c2)c(c(cc3c(OCCO3)c4OC)c4)[nH]nc1,19.09
c1(C(=O)c2ccc(cc2)OC)oc(c3c1N)cccc3,10.71
c1(c(C)nc2n1cccn2)c3csc(Nc(cc4)ccc4OCC)n3.Br,62.29
c(C(CC1)CCN1)(nc2c(cc3)cc(OC)c3OC)on2,11.24
c(OC)(c(OC)c1\C=C\C(c(cc2)ccc2F)=O)c(OC3)c(O3)c1,6.21
c(OC)(c(OC)c1\C=C\C(c(cc2)ccc2F)=O)c(OC3)c(O3)c1,17.21
c(OC)(c(OC)c1\C=C\C(c(cc2)ccc2F)=O)c(OC3)c(O3)c1,14.84
[nH](c(ccc(c1)OC(F)(F)F)c1c2CCNC(=O)c(cc3OC)cc(c3OC)OC)c2C,6.55
c12c(cc(O)cc1O)OC(C(O)C2=O)c3ccc(c(O)c3)O,28.56
c1(n[nH]cc1c2ccc(cc2)Cl)c3ccc(cc3O)OCC,17.74
C(C#N)(C1c2sccc2C)=C(N)N(C(CC(C)(C)CC3=O)=C13)c(cc4)ccc4[N+](=O)[O-],10.89
N(c1c2cccc1)(c3c(S2)cccc3)C(=O)CSS(=O)(=O)[O-].[Na+],19.28
C(C#N)(=C(N)OC(=C12)CC(CC1=O)c3ccccc3)C2c4ccccc4F,34.129999999999995
n1nc([nH]n1)Cc(ccc(c2OC)OC)c2,32.56
c12c(cc(OCO3)c3c1)NC(=O)CC2c4ccccc4F,14.35
c1(n(CC=C)c2c(cccc2)n1)c3nonc3NC(C)=O,17.95
N1(CCc(c2c([nH]3)ccc(OC)c2)c3C)C(=O)C(C4C1=O)CCCC4,9.7
n1(c(N)c(n2)c3ccc(c(OC)c3)O)c2cc(C)cc1,7.51
C12OC(C(O3)C(C(c4ccc(OC)cc4)=N3)C1=O)CO2,19.94
n(c(n1n2)nc(N)c(cc3OC)c1cc3OC)n2,10.46
c(OC)(cc1C(=O)\C=C\c(c(OC)c2c3OCO2)cc3OC)ccc1,8.57
c(OC)(cc1C(=O)\C=C\c(c(OC)c2c3OCO2)cc3OC)ccc1,18.94
c(OC)(cc1C(=O)\C=C\c(c(OC)c2c3OCO2)cc3OC)ccc1,7.09
c(OC)(cc1C(=O)\C=C\c(c(OC)c2c3OCO2)cc3OC)ccc1,17.46
c12c(C(CC(=O)N1)c3cccc(OC)c3)snc2c4ccc(cc4)F,7.7
c(N)(c1C(c(cccc2)c2)=O)cc3c(OCCO3)c1,6.630000000000001
C(c(c1O2)cc(OC)cc1)(c(cc(OC)c(OC)c3OC)c3)C(=C2C4)C(O4)=O,26.26
c(c1)c(Cc(c2)ccc(F)c2)cc(c(nc3c(cc4)ccn4)no3)c1OC,13.12
O=C1C(C)CC2=C(N=C(CCCC3)C3=C2N)N1,20.22
O=C1C(C2=C(Cl)C=CC=C2Cl)CC3=C(N=C(CCCC4)C4=C3N)N1,35.45
NC1=C2C(CCN(CC#C)C2)=NC(C1=C3)=NC(N(C)C)=C3C#N,12.65
ClC1=C2C(NC(CC2C)=O)=C3C(N=C(CCCC4)C4=C3N)=N1,42.27
NC1=C(CN2N=NC(CCCN)=C2)C=NC(C)=N1.Cl,9.6
c1(\C=C\C(c2cscc2)=O)cc(OC)c(OC3)c(O3)c1OC,9.87
c1(\C=C\C(c2cscc2)=O)cc(OC)c(OC3)c(O3)c1OC,10.88
CC1=C(C(C2=CC=NC=C2)C(C#N)=C(N)O1)C(OCC)=O,29.3
O=C(NC1=CN(C)C(C(NC2=CN(C)C(C(NCCN3CCOCC3)=O)=C2)=O)=C1)C(C=C4)=CC=C4/C=C/C5=CC(F)=CC=C5.OC(C(F)(F)F)=O,25.05
O[C@@H](CC1)CC[C@H]1NS(C2=CC=C(C)C=C2)(=O)=O,8.93
CN1C=C(NC(C2=CC(NC(C)=N)=CN2C)=O)C=C1C(NC3=CN(C)C(C(NCCN4CCOCC4)=O)=C3)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,60.4
CN1C=C(NC(C2=CC(NC(C3=CC=CC=C3)=N)=CN2C)=O)C=C1C(NC4=CN(C)C(C(NCCCN(C)C)=O)=C4)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,91.17
CN1C=C(NC(C2=CC(NC(C3=CC=CC(OC)=C3)=N)=CN2C)=O)C=C1C(NC4=CN(C)C(C(NCCCN(C)C)=O)=C4)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,105.41
NC(OC1=C2C=CC3=C1C=CC=C3)=C(C2C4=CC(OC)=CC=C4)C#N,11.0
NC(OC1=C2C=CC3=C1C=CC=C3)=C(C2C4=C(C=CC=C4)OC)C#N,8.17
NC(OC1=C2C=CC3=C1C=CC=C3)=C(C2C4=CC([N+]([O-])=O)=CC=C4)C#N,6.0200000000000005
NC(OC1=C2C=CC3=C1C=CC=C3)=C(C2C4=CC=C(O)C=C4)C#N,14.999999999999998
n1c(N2CCC(CC2)C)c(Nc3cccc(C)c3C)nc(non4)c14,6.28
n(\N=C\c(cc1)ccc1OC(C2)CS2)(cnn3)c3,16.65
C(C)(CC(c(c12)cccc1)c(c34)cccc3)(C(=O)Nc(cccc5C(F)(F)F)c5)C24,10.9
N1(NC(=O)c(cccc2N3C(=O)c(c4C3=O)ccc(c4)[N+](=O)[O-])c2)C(=O)c5c(cccc5)C1=O,5.289999999999999
[N+](=O)([O-])c1c(NCCOc2ccccc2C)ccc(c1)C(F)(F)F,8.55
COC1=C(C2=C(Cl)C=C(Br)C=C2Cl)C(NC3=CC=CC=C3)=CC=C1,26.02
CC1=C(C(C2=CC=CC=C2)C(C#N)=C(N)O1)C(OCC)=O,6.28
O=C(C1=CC(OC)=CC=C1OC)/C=C/C2=CC=CC=C2O,18.98
c1(C(OC)=O)c(c2ccccc2)c([nH]c1C)C,30.230000000000004
S(c1ccccc1)(=O)(=O)N(CC(=O)NCc2ccccn2)c3c(OC)ccc(OC)c3,12.18
O1C(=O)C=Cc(ccc(OCC(=O)Nc2ccccn2)c3)c13,15.04
n1ccccc1CCc2cccc(N)c2,7.729999999999999
C(=O)(Nc(cccc1C(=O)Nc2ccccc2C)c1)c(cc(C(C)(C)C)cc3C(C)(C)C)c3,16.85
c(c(C(=O)C1C(c(c2)cc(OC)c3c2OCO3)O1)c4Br)c(OC)c(OC)c4,7.6400000000000015
c(c(C(=O)C1C(c(c2)cc(OC)c3c2OCO3)O1)c4Br)c(OC)c(OC)c4,9.19
c(c(C(=O)C1C(c(c2)cc(OC)c3c2OCO3)O1)c4Br)c(OC)c(OC)c4,6.48
O=[N+](C1=CC=CC=C1C2=CC=CC=C2N(CC3=CC=CC=C3)C4=CC=CC=C4)[O-],33.17
F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.C12=NC3=C(N=C1C=CC=C2)C4=C5C6=[N+]([Ru]78([N+]5=CC=C4)([N+]9=CC=CC=C9C%10=CC=CC=[N+]8%10)[N+]%11=CC=CC=C%11C%12=CC=CC=[N+]7%12)C=CC=C36,75.36
N(=C(N\N=C\c1ccccc1O)NN=C2Cc3ccccc3)C2=O,43.79
N(\C(=N/c1cccc(C)c1)\C2(N3c4ccc(cc4)Br)CCCCC2)=C3SC.I,22.63000000000001
S(c1ccccc1)(=O)(=O)N(c2ccccc2C)CC(=O)N\N=C\c3cc(Br)ccc3OC,5.46
S(c1ccccc1)(=O)(=O)N(CC(NCCc(cc2)ccc2Cl)=O)c3c(OC)ccc(OC)c3,7.979999999999999
c(C(=O)\C=C\c(cc1OC)ccc1OC)(c2Br)cc(OC)c(OC)c2,18.51
COC1=C2C(OCO2)=C(OC)C=C1C(NC3=CC=C4C(OCCO4)=C3)=O,11.25
C[Pt]1(P(c2ccccc2)(c3ccccc3)c4ccccc4)([N+]5=C(C6=CC=CC=[N+]61)C=CC=C5)(C)C.F[P-](F)(F)(F)(F)F,8.450000000000001
c(C(c1ccccc1)=O)(c2N)sc3c2cc(c(C)n3)CC,17.630000000000006
S(c1ccccc1)(=O)(=O)N\N=C\c2cccc(Br)c2,17.25
C(C#N)(C1c2cccs2)=C(N)N(C(CC(C)(C)CC3=O)=C13)c4cccc(C)c4,14.999999999999998
S(=O)(=O)(c(ccc(c1[N+](=O)[O-])O)c1)c(ccc(c2[N+](=O)[O-])O)c2,12.659999999999998
S(=O)(=O)(c(ccc(c1[N+](=O)[O-])O)c1)c(ccc(c2[N+](=O)[O-])O)c2,9.579999999999998
COC1=CC=C(OC2=NON=C2NCC3=CC=NC=C3)C=C1,30.48
COC1=CC=C(C2=CC=CC3=CC(OCO4)=C4C(OC)=C32)C=C1,13.329999999999998
O=S(C1=CSC(C(C2=CC=C(F)C=C2)C3)=C1NC3=O)(C(C=C4)=CC=C4Cl)=O,8.51
NC1=C(C(C2=CC=CC=C2)=C(C(N(CC#CC)CC3=CC=CC=C3)=N1)C#N)C#N,16.45
C(C#N)(C1c(cc2)ccc2C(F)(F)F)=C(N)OC(CCCC3=O)=C13,36.64
C(N(CC)C(=O)N1CC)(C1N2)N=C3N2C(=O)\C(=C\c(cccc4)c4)\S3,16.88
C(N(C)C(=O)N1C)(C1N2)N=C3N2C(=O)\C(=C\c(c(F)ccc4)c4)\S3,14.240000000000002
c(c(\C=C\C(Nc(cc(OC)c1c2OCO1)c2)=O)c3)c(OC)cc3,7.040000000000001
c(c(\C=C\C(Nc(cc(OC)c1c2OCO1)c2)=O)c3)c(OC)cc3,8.67
c1(nc(c2n1Cc(cc3)ccc3C#N)cccc2)c4nonc4NC(C)=O,28.27
COC1=C(OCO2)C2=C(OC)C=C1CC(O)CO,5.34
N(C(=O)C1)c(n(Cc2occc2)n3)c(c3)C1c(cc(OC)c4O)cc4OC,5.63
c1(C(c(cc2OC)ccc2OC)=O)c(N)c(c(c(cc3)ccn3)c4c(CCCC4)n5)c5s1,8.6
NC(C(C#N)=C1C2=CC=CC=C2)=NC(NCCC3CCN(CC4=CC=CC=C4)CC3)=C1C#N,20.75
C#CCN(C(C(C#N)=C1C2=CC=CC=C2)=NC(OC)=C1C#N)C,21.82
c1(Nc(cccc2C(F)(F)F)c2)nc(N\N=C\c3ccccc3)nc(NC)n1.Cl,17.009999999999998
C1(C#N)(C#N)[C@H](c(ccs2)c2)[C@H](N(c3c(cccc3)C=C4)[C@@]14[H])C(=O)c5ccc(cc5)OC,12.03
c1(N(CC2)CCO2)nc(OC)nc(N\N=C\c3ccc(cc3O)O)n1,7.719999999999999
N(=C\c1cccc(O)c1)/NC(CCc2ccccc2)=O,25.75
c(CC(NC(=O)Oc1ccccc1)C(=O)Nc(cc2)ccc2C)(c3c([nH]4)cccc3)c4,24.6
n1(N)c(C)nnc1N\N=C\c2cccs2.Cl.Cl,6.32
c(Nc1ccccc1)(nc(N\N=C\C(CO)O)nc2Nc3ccccc3)n2,91.86
n1c2c([nH]c1c3ccccc3)ccc(OC)c2.Cl,38.16
C#CCN(CC1=CC2=CC(OCC3=CC=CC=C3)=CC=C2N1C)C.O=C(O)C(O)=O,35.73
[N+](=O)([O-])c(cc1)cc(c1C(=O)N\N=C(/C)\CC(=O)Nc(cc2)ccc2C(N)=O)Cl,8.48
C(C#N)(C(c(cccn1)c1)C2=C(N3c4cccc(C)c4)CCCC2=O)=C3N,11.68
C(NCCCCCCCCCCCC)(=O)c1cccc(Br)c1,6.360000000000001
N(CN(CC1)CCO1)(N=C(N2c3ccccc3)c4ccccc4Cl)C2=S,16.759999999999998
c1(C(c(cc2OC)ccc2OC)=O)c(N)c(cc3c(CCCC3)n4)c4s1,6.069999999999999
c1c(Cl)cc(n(c(c2C3c(cc4Cl)ccc4)NC(=O)C3)cn2)cc1,10.07
N=C(C(C1C2=CC=C(C(OC)=C2)OC)(Br)C#N)OC3=C1C(C=CC=C4)=C4C=C3,15.31
C(C(C)=O)(C1c(cc2)ccc2C(C)C)=C(O)C(N1CCN(CC3)CCO3)=O,14.369999999999996
[N+](=O)([O-])c(cc1)ccc1C(=O)c2cccs2,10.01
C1(=S)NC2(CCCC2)Cc(cc(OC)c(OC)c3)c13,7.979999999999999
c1(NC2CCCCC2)nc(Cl)nc(Cl)n1,11.47
C(=C\c(cc1)cc(c1Oc2ccc(cc2C#N)[N+](=O)[O-])OC)(/C3=O)\Sc(c34)cccc4,5.4899999999999975
C1(C(OCC)=O)=C(c2ccccc2)NC(=S)NC1c3cccc(OC)c3OC,8.920000000000002
N1(C(CCSC)C(=O)Nc(ccc(c2Cl)Cl)c2)C(=O)C(C(C3c4c5cccc4)C1=O)C5c(c36)cccc6,13.18
C1(C(OCC)=O)=NN(C(c2ccc(c(OC)c2)OC)N1c(cc3)ccc3N(CC)CC)c4ccccc4,12.29
C12=C(CCCC1=O)Nc(c3C2c(cc4OC)cc(c4OC)OC)ccc5c3ccc(n5)C,11.03
N1(c(cc2)ccc2C(OC)=O)C(=O)C(CC1=O)NCCc(ccc(c3OCC)OCC)c3,6.65
C1(OC(C)=O)(C#CI)C(C2)CC(CC2CC13)C3,74.03999999999998
N1(CN(CC2)CCO2)c(cccc3)c3N(c4ccccc4)C1=S,15.32
N1(c(cc2)ccc2C(C)(C)C)CC(CC1=O)C(NCCc(ccc(c3OC)OC)c3)=O,32.11
C1(C(OC)=O)=C(C)NC(=O)CC1c(cc2OCC)cc(c2OC)Br,10.29
c1(c2c(c34)c(ccc2)ccc3)c4nc(ccc5C(O)=O)c(c5)n1,86.77
C(C(C)=O)(C1c2ccc(cc2OC)OC)=C(O)C(N1CCN(CC3)CCO3)=O,5.19
C1(=O)Oc(c(ccc2S(N)(=O)=O)N1C)c2,11.6
C1(=O)c2c(CN1CCNC(=O)Nc3cccc(Cl)c3)cccc2,31.04000000000001
c1(cc(Cl)cc(Cl)c1O)C2N(CCCN2Cc3ccccc3)Cc4ccccc4,16.53
N1(c2ccc(c(Cl)c2)C)C(C)(CC)Nc(c3C1=O)cccc3,5.619999999999999
C12=C(CC(c3ccc(c(OC)c3)OC)CC1=O)Nc(c4NC2c(cc5)ccc5C(C)C)cccc4,6.0500000000000025
N1(c(cc2)ccc2C(C)(C)C)CC(CC1=O)C(=O)Nc3cccc(C)c3C,5.17
c12c(C(N(C)C(=O)N1C)=O)n(c(Oc3ccccc3Cl)n2)Cc(cc4)ccc4Cl,7.81
C12=C(CC(c3ccccc3)CC1=O)Nc(c4NC2c5ccc(c(F)c5)F)cccc4,7.670000000000001
C(=C/c(cc1OC)cc(c1O)Cl)(/C(=O)N2CC)\C(=O)N(C2=S)CC,7.28
c(C(=O)Nc(cc1)ccc1S(N)(=O)=O)(c2N)sc3c2cc(c4n3)CCC4,5.67
c(cc(cc1C(O)=O)NC(COc2ccccc2Cl)=O)(c1)C(O)=O,9.74
c12c(n(c(NCCOc3ccccc3CCC)n1)C)C(N(C)C(=O)N2C)=O,20.75
c1(cc(Cl)ccc1N(CC2)CCN2C(=O)c(cc3OC)cc(c3OC)OC)[N+](=O)[O-],7.77
C(C(OCC)=O)(=C(C)OC(=C1C#N)N)C1c(cc2)ccc2C(OC)=O,8.26
c12c([nH]nc1c(cccc3[N+](=O)[O-])c3)OC(N)=C(C#N)C2c4c(F)c(F)c(c(F)c4F)F,15.0
n(c1c2cccc1)c(c3ccc(cc3)Oc(ccc(c4C#N)C#N)c4)cn2,19.54
n(c1c2cccc1)c(c3ccc(cc3)Oc(ccc(c4C#N)C#N)c4)cn2,9.76
c12c(CCNC1c(cc3)ccc3C(OC)=O)cc(c(OC)c2)OC,10.46
C1(C(F)(F)F)(C(F)(F)F)C(C)\C(=C\C)\N(C(N)=C1C#N)c(cc2)ccc2C(N)=O,30.7
c1(cc(OC)ccc1N(CC2)CCN2C(=O)c3cc(F)c(cc3Cl)F)[N+](=O)[O-],21.770000000000003
N(Cc1ccccc1)(C2)C(=O)CC2C(=O)Nc(cccc3[N+](=O)[O-])c3,12.41
n(c1ccc(cc1)F)(c2C)c(C)cc2\C=N\n(c3)cnn3,17.57
C(=O)(Nc(cc1)ccc1OCCCC)C(NCCCn(ccn2)c2)=O,7.16
c12c(C(N(C)C(=O)N1C)=O)n(c(OC)n2)Cc3ccc(cc3Cl)Cl,10.59
c1(Sc2ccc(cc2Cl)NC(C)=O)sc(c3n1)cccc3,7.13
N1(c2ccc(cc2)Cl)C(c3ccc(cc3)Cl)N(N=C1C(C)=O)c4ccccc4,32.3
c12c(cc(Br)c(cccc3)c13)C(CC(=O)N2)c(cc4)ccc4C(OC)=O,5.2700000000000005
C1(=S)NC(C)(C)C=C(C)N1c(cccc2C(F)(F)F)c2,12.88
c1([nH]c(c2n1)cccc2)c3cc(OC)c(cc3[N+](=O)[O-])OC,11.53
n1(c(c2ccc(cc2)OC)nn3)c3c4c(cc(c(OC)c4)OC)CC15CCCC5,9.45
N(CC1)(CCO1)c2ccc(cc2)NCc(cc3)ccc3C,24.41
C(NCC=C)(=S)NNC(=O)c1cccc(Br)c1,25.57
c1(NC(=O)CC(Sc(cccc2)c2N3)C3=O)sc(c4c1C#N)CCCC4,12.39
[N+](=O)([O-])c1cccc(c1)\C=N\N=C(/N)\c2ccccn2,23.04
C(C(OC)=O)(=CN(Cc(cc1)ccc1C)C=C2C(OC)=O)C2c3ccc(C)s3,7.960000000000001
C1(=NC(=O)NC2=O)C2=Cc3c(cccc3Cl)N1c4ccc(cc4)Cl,89.41
N1(CCCC(O)=O)C(=O)c(c2C1=O)cccc2,17.36
N(c1ccc(cc1)OCc(cc2)ccc2Cl)(C3)C(=O)CC3C(=O)N(CC4)CCN4c(cc5)ccc5[N+](=O)[O-],16.57
C(F)(F)(Cl)Oc(cc1)ccc1NC(CCl)=O,31.61
c1(noc(c2ccc(cc2)Cn3c(C)c(c(C)n3)Cl)n1)c4nonc4N,19.44
[N+]1(CCS2)=C2c3c(cccc3)CC1(C)CC.[Br-],5.9700000000000015
c(cc(C(=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])c1N(CC2)CCN2c(cccc3C(F)(F)F)c3.O,40.36
C12=C(c3c(cccc3)CC14CCCCC4)N=C(SCC#N)NC2=O,13.95
[N+](=O)([O-])c1ccc(cc1NCc2ccccc2)N(CC3)CCN3C(=O)c4ccc(cc4)C,15.31
N1(c2ccccc2OC)C(\C=C\c(cccc3[N+](=O)[O-])c3)=Nc(c4C1=O)cccc4,15.34
o(c(c1ccc(cc1)C)nn2)c2c3cccc(F)c3,13.11
c1(Cl)c(cccc1Cl)OCCNC(=O)C(OC)c2ccccc2,64.81
C1(C)(C)C(=O)C(CC)C(OC1=O)c(cc2)ccc2[N+](=O)[O-],6.34
C(C(OC)=O)(=C(C)NC(=C12)CC(CC1=O)c3ccc(c(OC)c3)OC)C2c4ccc(c(OC)c4)OC,13.96
c1(C=O)c[nH]nc1c2ccc(cc2)F,10.58
n1c(c2ccc(cc2)Cl)csc1NCCc(ccc(c3OC)OC)c3,5.88
C12=C(CC(c3ccc(c(OC)c3)OC)CC1=O)Nc(c4NC2c5ccc(c(OCC)c5)O)cccc4,9.59
C(C(OC)=O)(=C(C)NC(=C12)CC(CC1=O)(C)C)C2c3cccc(Oc4ccccc4)c3,8.719999999999999
C(=O)(Nc(cc1)ccc1OCCC)C(=O)NCc2ccccn2,6.960000000000001
c1(c(nc(N)c(C#N)c1c2ccco2)sc3C(OC)=O)c3N,9.25
C12=C(CC(c3cccs3)CC1=O)Nc(c4NC2c(ccc(c56)OCO5)c6)cccc4,13.24
c1(nnnn1c2c(C)cccc2C)C3(CCCCC3)N(C)O,14.51
c1(c2c3ccccc3)c([nH]n2)OC(N)=C(C#N)C1c4ccc(C)s4,6.4
c1([N+](=O)[O-])ncn(C)c1Sc2nnnn2C,47.81
S(NCCCl)(=O)(=O)c1ccc(c(OC)c1)OC,7.280000000000001
N1(C2CCCCC2)CC(CC1=O)C(=O)NCc(cc3)ccc3OC,17.150000000000002
c1(cc(ccc1N(CC2)CCN2C(=O)c3ccc(cc3)Cl)[N+](=O)[O-])C(F)(F)F,13.53
c1(N=NC(=O)C(CCC)(CCC)O)c2c([nH]c1O)ccc(Br)c2,13.03
N1(\N=C(/C)\c2ccccc2O)C(=O)c3c(NC1c4ccco4)cccc3,10.24
C1(O)(C(F)(F)F)CC(=NN1C(CCCc2ccccc2)=O)C3CCCCC3,11.8
n1c(N)snc1SCc(cc2)ccc2F,12.98
s1c(C)nnc1SCC(=O)c2ccc(cc2)Cl,7.91
N1(c2ccccc2C)C(=O)\C(=C\Nc3cccc(C)c3)\C(NC1=O)=O,7.96
N1(CNc2ccccc2)C(=O)C(C(C3)C1=O)CC=C3,7.2200000000000015
N1(Nc2ccccc2C(CC)=O)c(cccc3)c3C(=O)C1(C)OC,19.76
c1(N(CC2)CCN2C(c3ccccc3)=O)scc(c4cccs4)n1,41.85
c1(noc(c2cccc(Br)c2)n1)c3nonc3N,11.74
C12(CCCCC1)C(=O)C(C)C(OC2=O)c3ccccc3,12.699999999999998
c1(cc(ccc1Oc(cc2)c(OC)cc2C(=O)Nc(c(Cl)ccc3C(F)(F)F)c3)C(F)(F)F)[N+](=O)[O-],12.29
C(=O)(N(CC1)CCO1)Oc2c(OC)cc(cc2Cl)C=O,8.03
N1(CC(COc2ccccc2)OC(c3ccoc3)O1)C(c4ccccc4)=O,18.1
c12c(n(c(N\N=C\c(cc3)ccc3O)n1)CCO)C(N(C)C(=O)N2C)=O,6.25
S(=O)(=O)(Nc1ccccc1)c(ccc(c2C(=O)NC3CCCCC3)OC)c2,7.9499999999999975
C1(C(OCC)=O)=C(N)OC(CCCC2=O)=C2C1c3c(cccc3Cl)F,6.630000000000001
n12c(ccc(N(CC3)CCN3c4ccccc4)n1)nnc2C(F)(F)F,11.45
C(OC)(CNc1ccccc1)=O.Cl,10.15
c12c(cc(Br)c(cccc3)c13)C(CC(=O)N2)c4ccc(c(Br)c4)F,13.06
C12(OC(C(C(N3c4ccc(cc4)OCC)=O)C1C3=O)c5ccc(cc5)F)C(=O)c6c(cccc6)C2=O,5.2700000000000005
[N+](=O)([O-])c(cc1)ccc1C(=O)Nc2ccccc2C(=O)Nc(cc3)ccn3,17.599999999999994
N1[C@@H](c2ccc(cc2)F)[C@@]([H])(CC=C3)[C@@]3(c(cccc4F)c14)[H],7.97
c1(ccccc1Br)COc2ccccc2C=O,7.5299999999999985
c1(OCc2cccc(Br)c2)c(OCC)cc(cc1Br)C=O,13.61
N1c(ccc(c2)C(OCC)=O)c2[C@]3([C@]([H])(CC=C3)[C@@H]1c(cccn4)c4)[H],12.17
c1(C(=O)N(C)C(N2C)=O)c2nc3n1cc(n3CCc4ccccc4OC)c5ccccc5,8.94
C(C(c1ccccc1)=O)(C2c(cc3)ccc3[N+](=O)[O-])=C(O)C(N2c4cccc(Cl)c4)=O,17.57
C1(CC(OCC)=O)(c2ccc(c(OC)c2)OC)C(=O)c3c(cccc3)C1=O,12.93
C1(C2C(CCC=C3)C3)=C(CCCC1=O)c4c(ccc5c4cccn5)N2,6.25
o(c(c1ccccc1)nn2)c2c(cc3)ccc3C(O)=O,11.59
N1(c2ccc(cc2)OC)CC(CC1=O)C(=O)Nc(ccc(c3Cl)Br)c3,17.0
C(=O)(c1ccc(cc1)Br)CN(CC2)CCO2,10.24
n1c(C)scc1c2ccc(cc2)O.Cl,5.11
c1(OC)cc(ccc1OCc2ccccc2Br)C=O,17.91
N1(c2ccc(cc2)OCCCC)CC(CC1=O)C(NCCc(ccc(c3OC)OC)c3)=O,14.23
N1(c2ccc(c(Cl)c2)Cl)CC(CC1=O)C(=O)Nc(cccc3C(C)=O)c3,5.68
c(NC(=O)c1c(Cl)ccc(c1)[N+](=O)[O-])(s2)c(C(OCC)=O)c(c2C(=O)N3CCCCC3)C,13.88
S(=O)(=O)(c1ccc(cc1)Cl)N(CC2)CCN2C(=O)N(C)C,13.13
c12c(C(N(C)C(=O)N1C)=O)n(c(N3CCCCC3)n2)CC(=O)C45CC6CC(CC(C6)C4)C5,27.320000000000004
C1(C(OCCOC)=O)=C(C)NC(=O)CC1c2ccccc2OCc3ccccc3,19.85
N1(C2c(cc3)ccc3C(C)C)C(S\C(=C/c(cc4OCC)cc(c4OCC#C)Br)\C1=O)=NC(C)=C2C(OCC)=O,8.93
N1(c2ccc(c(C)c2)C)CC(CC1=O)C(NCCc(cc3)ccc3Cl)=O,9.35
C(C(C)=O)(C1c2ccc(cc2)OC)=C(O)C(N1CCCN(C)C)=O,7.91
c1(C(O)C(O)c2nnc(SCc3ccccc3Cl)n2C)nnc(SCc4ccccc4Cl)n1C,12.31
c1(SCC(NCCc2ccccc2)=O)sc(c3n1)ccc(Cl)c3,5.51
C(=O)(c1cccc(F)c1)N(CC2)CCN2c(cc3)c(F)cc3C(c4ccccc4)=O,15.090000000000002
C1(=COc(c2C1=O)ccc(Cl)c2)C3Nc4c(NC(CC(C)(C)CC5=O)=C35)cccc4,28.36
N1(c2ccc(cc2)C)C(=O)NC(\C(=C\c(cc3OCC)cc(c3OCCOc(ccc(c4C)C)c4)Br)\C1=O)=O,9.86
C(=C/c(cc1)ccc1OCCOc(cc2)ccc2[N+](=O)[O-])(/C(=O)NC(N3)=O)\C3=O,9.36
n1(c2ccc(cc2)CCCC)c(CCC(O)=O)ccc1c3ccccc3,5.19
c1(cc(oc1C)C)C(=O)NC(Cc(c2c([nH]3)cccc2)c3)C(O)=O,10.55
